target_stock,week_t,week_pred,forecast,intercept,lambda,n_active
10138,2016-12-26,2017-01-02,0.0023533885922126974,0.0023533885922126974,0.018836720742661895,0
10138,2017-01-02,2017-01-09,0.0019204959164551777,0.0019204959164551777,0.01893302613670975,0
10138,2017-01-09,2017-01-16,0.0027561832941818206,0.0027561832941818206,0.019028321226583964,0
10138,2017-01-16,2017-01-23,-5.053810184177756e-4,-5.053810184177756e-4,0.018749752254859305,0
10138,2017-01-23,2017-01-30,-0.0017271348728330614,-0.0017271348728330614,0.01916905744768467,0
10138,2017-01-30,2017-02-06,-0.0015368877954649615,-0.0015368877954649615,0.019796422207159933,0
10138,2017-02-06,2017-02-13,-4.837569531617623e-4,-4.837569531617623e-4,0.02001488026078538,0
10138,2017-02-13,2017-02-20,0.001457278226399879,0.001457278226399879,0.01909576382618158,0
10138,2017-02-20,2017-02-27,0.001561584024708954,0.001561584024708954,0.018459982115966337,0
10138,2017-02-27,2017-03-06,0.0021100220732658452,0.0021100220732658452,0.01810828956363778,0
10138,2017-03-06,2017-03-13,0.0013186188479162723,0.0013186188479162723,0.018375183215843863,0
10138,2017-03-13,2017-03-20,6.316881739171598e-4,6.316881739171598e-4,0.01873909638078081,0
10138,2017-03-20,2017-03-27,6.001963948996255e-4,6.001963948996255e-4,0.019003179974608066,0
10138,2017-03-27,2017-04-03,0.0022197164364906154,0.0022197164364906154,0.018200363321679146,0
10138,2017-04-03,2017-04-10,0.002449324625199275,0.002449324625199275,0.018177910627781572,0
10138,2017-04-10,2017-04-17,0.003722327565967724,0.003722327565967724,0.01784301400863722,0
10138,2017-04-17,2017-04-24,0.0030111640709005886,0.0030111640709005886,0.018318015026397037,0
10138,2017-04-24,2017-05-01,0.003445996786917323,0.003445996786917323,0.017643026659272226,0
10138,2017-05-01,2017-05-08,0.003489767956779773,0.003489767956779773,0.017572832741162853,0
10138,2017-05-08,2017-05-15,0.0031647242149978865,0.0031647242149978865,0.018125803755578002,0
10138,2017-05-15,2017-05-22,0.0037163068030854046,0.0037163068030854046,0.01770794955150027,0
10138,2017-05-22,2017-05-29,0.004747693534584215,0.004747693534584215,0.017660116865802773,0
10138,2017-05-29,2017-06-05,0.002000172534355231,0.002000172534355231,0.01233450498261287,0
10138,2017-06-05,2017-06-12,8.915723156911582e-4,8.915723156911582e-4,0.009962822008734305,0
10138,2017-06-12,2017-06-19,6.332945250118666e-4,6.332945250118666e-4,0.009963148858362423,0
10138,2017-06-19,2017-06-26,3.7548847443579273e-4,3.7548847443579273e-4,0.00966658411181466,0
10138,2017-06-26,2017-07-03,7.567187682914023e-4,7.567187682914023e-4,0.011273766621744372,0
10138,2017-07-03,2017-07-10,0.002232453216032001,0.002232453216032001,0.013499869377751071,0
10138,2017-07-10,2017-07-17,0.0025555919294137186,0.0025555919294137186,0.013562908623403975,0
10138,2017-07-17,2017-07-24,0.003761184772571747,0.003761184772571747,0.01286961786587995,0
10138,2017-07-24,2017-07-31,0.0037798217055011523,0.0037798217055011523,0.01271005472805604,0
10138,2017-07-31,2017-08-07,0.004635010130668386,0.004635010130668386,0.012429216939328245,0
10138,2017-08-07,2017-08-14,0.004428709102376605,0.004428709102376605,0.012373293530550876,0
10138,2017-08-14,2017-08-21,0.007026079910780322,0.007026079910780322,0.010301277843397752,0
10138,2017-08-21,2017-08-28,0.007984133603290585,0.007984133603290585,0.010489532988607513,0
10138,2017-08-28,2017-09-04,0.006301812220125199,0.006301812220125199,0.009729353928044932,0
10138,2017-09-04,2017-09-11,0.006769065514552974,0.006769065514552974,0.00968807349657984,0
10138,2017-09-11,2017-09-18,0.007145665737274008,0.007145665737274008,0.00980022752606314,0
10138,2017-09-18,2017-09-25,0.008964803475680305,0.008964803475680305,0.010576372187576845,0
10138,2017-09-25,2017-10-02,0.009339573341192259,0.009339573341192259,0.01031721876074323,0
10138,2017-10-02,2017-10-09,0.011179980190265417,0.011179980190265417,0.010127420482386401,0
10138,2017-10-09,2017-10-16,0.012589356686889056,0.012589356686889056,0.009980751865165645,0
10138,2017-10-16,2017-10-23,0.011440973605495175,0.011440973605495175,0.011824060961928482,0
10138,2017-10-23,2017-10-30,0.010892098331698859,0.010892098331698859,0.011858533783142366,0
10138,2017-10-30,2017-11-06,0.010271784778871352,0.010271784778871352,0.0105922541035836,0
10138,2017-11-06,2017-11-13,0.010404447520669605,0.010404447520669605,0.011155720743883284,0
10138,2017-11-13,2017-11-20,0.011482161210674928,0.011482161210674928,0.010336504061708168,0
10138,2017-11-20,2017-11-27,0.012679356740761507,0.012679356740761507,0.011554031375412726,0
10138,2017-11-27,2017-12-04,0.012963093532782612,0.012963093532782612,0.011166581836143058,0
10138,2017-12-04,2017-12-11,0.013385578346432156,0.013385578346432156,0.01246204971647618,0
10138,2017-12-11,2017-12-18,0.014692228777080981,0.014692228777080981,0.012954090903500635,0
10138,2017-12-18,2017-12-25,0.013718886470854681,0.013718886470854681,0.013201881370149838,0
10138,2017-12-25,2018-01-01,0.013638709952613836,0.013638709952613836,0.013098373425250632,0
10138,2018-01-01,2018-01-08,0.01586724434845694,0.01586724434845694,0.013377329948311303,0
10138,2018-01-08,2018-01-15,0.01754709468233781,9.293150703567482e-4,0.010177538471675506,4
10138,2018-01-15,2018-01-22,0.016805417592498453,0.016805417592498453,0.013393132290379063,0
10138,2018-01-22,2018-01-29,0.01312376472719453,0.01312376472719453,0.017411453375750906,0
10138,2018-01-29,2018-02-05,0.009376842802511151,0.009376842802511151,0.01838734020693155,0
