PERMNO,date,DIVAMT,RETX
10104,2022-04-29,,-0.035986
10104,2022-05-02,,0.008174
10104,2022-05-03,,-0.009595
10104,2022-05-04,,0.026197
10104,2022-05-05,,-0.032044
10104,2022-05-06,,-0.004258
10104,2022-05-09,,-0.013105
10104,2022-05-10,,0.013838
10104,2022-05-11,,-0.020681
10104,2022-05-12,,-0.004224
10104,2022-05-13,,0.006221
10104,2022-05-16,,-0.020514
10104,2022-05-17,,0.031129
10104,2022-05-18,,-0.049805
10104,2022-05-19,,-0.018448
10104,2022-05-20,,0.023717
10104,2022-05-23,,0.020545
10104,2022-05-24,,-0.014420
10104,2022-05-25,,0.011589
10104,2022-05-26,,0.026207
10104,2022-05-27,,0.015629
10104,2022-05-31,,-0.011816
10104,2022-06-01,,-0.004449
10104,2022-06-02,,0.021508
10104,2022-06-03,,-0.018458
10104,2022-06-06,,0.016437
10104,2022-06-07,,-0.003837
10104,2022-06-08,,-0.018022
10104,2022-06-09,,-0.030261
10104,2022-06-10,,-0.030049
10104,2022-06-13,,-0.046023
10104,2022-06-14,,0.104137
10104,2022-06-15,,-0.014423
10104,2022-06-16,,-0.014204
10104,2022-06-17,,-0.014408
10104,2022-06-21,,-0.000591
10104,2022-06-22,,-0.016992
10104,2022-06-23,,0.016534
10104,2022-06-24,,0.045394
10104,2022-06-27,,-0.004102
10104,2022-06-28,,-0.025991
10104,2022-06-29,,0.009186
10104,2022-06-30,,0.009536
10104,2022-07-01,,0.014312
10104,2022-07-05,,0.015804
10104,2022-07-06,,-0.004584
10104,2022-07-07,,0.002372
10104,2022-07-08,,0.000557
10104,2022-07-11,0.32000,-0.004174
10104,2022-07-12,,-0.016208
10104,2022-07-13,,-0.005397
10104,2022-07-14,,-0.008282
10104,2022-07-15,,0.018575
10104,2022-07-18,,-0.007492
10104,2022-07-19,,0.028913
10104,2022-07-20,,0.004845
10104,2022-07-21,,0.026863
10104,2022-07-22,,0.004830
10104,2022-07-25,,-0.000534
10104,2022-07-26,,-0.011087
10104,2022-07-27,,0.024855
10104,2022-07-28,,0.015421
10104,2022-07-29,,0.010384
10104,2022-08-01,,-0.005139
10104,2022-08-02,,-0.014075
10104,2022-08-03,,0.013360
10104,2022-08-04,,0.000388
10104,2022-08-05,,-0.000646
10104,2022-08-08,,-0.011377
10104,2022-08-09,,0.003923
10104,2022-08-10,,0.010030
10104,2022-08-11,,-0.004901
10104,2022-08-12,,0.025791
10104,2022-08-15,,-0.000505
10104,2022-08-16,,0.005183
10104,2022-08-17,,-0.003395
10104,2022-08-18,,0.000883
10104,2022-08-19,,-0.008321
10104,2022-08-22,,-0.027969
10104,2022-08-23,,-0.000654
10104,2022-08-24,,-0.003141
10104,2022-08-25,,0.009453
10104,2022-08-26,,-0.029133
10104,2022-08-29,,-0.006162
10104,2022-08-30,,-0.000674
10104,2022-08-31,,0.000135
10104,2022-09-01,,0.015509
10104,2022-09-02,,-0.008234
10104,2022-09-06,,-0.011382
10104,2022-09-07,,0.008939
10104,2022-09-08,,0.002148
10104,2022-09-09,,0.016879
10104,2022-09-12,,0.015413
10104,2022-09-13,,-0.013492
10104,2022-09-14,,-0.051552
10104,2022-09-15,,-0.026068
10104,2022-09-16,,-0.020074
10104,2022-09-19,,0.003487
10104,2022-09-20,,-0.013899
10104,2022-09-21,,-0.019968
10104,2022-09-22,,-0.010787
10104,2022-09-23,,-0.022414
10104,2022-09-26,,-0.017041
10104,2022-09-27,,-0.016233
10104,2022-09-28,,0.010413
10104,2022-09-29,,-0.026478
10104,2022-09-30,,-0.005375
10104,2022-10-03,,0.032913
10104,2022-10-04,,0.041376
10104,2022-10-05,,0.014462
10104,2022-10-06,,-0.020108
10104,2022-10-07,,-0.030781
10104,2022-10-10,,-0.011376
10104,2022-10-11,0.32000,-0.002557
10104,2022-10-12,,0.021952
10104,2022-10-13,,0.022264
10104,2022-10-14,,-0.013650
10104,2022-10-17,,0.042140
10104,2022-10-18,,0.000149
10104,2022-10-19,,-0.010891
10104,2022-10-20,,0.044495
10104,2022-10-21,,0.049819
10104,2022-10-24,,0.003026
10104,2022-10-25,,0.003017
10104,2022-10-26,,0.022970
10104,2022-10-27,,0.004411
10104,2022-10-28,,0.029408
10104,2022-10-31,,0.009178
10104,2022-11-01,,-0.012297
10104,2022-11-02,,-0.025807
10104,2022-11-03,,-0.001198
10104,2022-11-04,,0.012928
10104,2022-11-07,,0.009737
10104,2022-11-08,,-0.014334
10104,2022-11-09,,0.000264
10104,2022-11-10,,0.019958
10104,2022-11-11,,0.007386
10104,2022-11-14,,0.010162
10104,2022-11-15,,0.008277
10104,2022-11-16,,0.008967
10104,2022-11-17,,-0.008637
10104,2022-11-18,,0.006692
10104,2022-11-21,,0.001129
10104,2022-11-22,,0.028815
10104,2022-11-23,,0.005358
10104,2022-11-25,,0.001938
10104,2022-11-28,,-0.016078
10104,2022-11-29,,-0.006635
10104,2022-11-30,,0.026964
10104,2022-12-01,,0.013007
10104,2022-12-02,,-0.009036
10104,2022-12-05,,-0.047031
10104,2022-12-06,,-0.006547
10104,2022-12-07,,-0.001648
10104,2022-12-08,,0.016375
10104,2022-12-09,,-0.002623
10104,2022-12-12,,0.017781
10104,2022-12-13,,-0.008858
10104,2022-12-14,,0.015641
10104,2022-12-15,,-0.021388
10104,2022-12-16,,-0.006120
10104,2022-12-19,,0.011561
10104,2022-12-20,,0.005466
10104,2022-12-21,,0.006919
10104,2022-12-22,,-0.012393
10104,2022-12-23,,0.004473
10104,2022-12-27,,0.001608
10104,2022-12-28,,-0.008027
10104,2022-12-29,,0.013320
10104,2022-12-30,,0.004177
10104,2023-01-03,,0.024223
10104,2023-01-04,,0.009078
10104,2023-01-05,,-0.002012
10104,2023-01-06,,0.016012
10104,2023-01-09,0.32000,0.008872
10104,2023-01-10,,0.000926
10104,2023-01-11,,0.024277
10104,2023-01-12,,0.002032
10104,2023-01-13,,0.004731
10104,2023-01-17,,-0.006726
10104,2023-01-18,,-0.021332
10104,2023-01-19,,-0.008880
10104,2023-01-20,,0.015243
10104,2023-01-23,,0.019713
10104,2023-01-24,,0.008205
10104,2023-01-25,,-0.000669
10104,2023-01-26,,0.002120
10104,2023-01-27,,-0.009351
10104,2023-01-30,,-0.018429
10104,2023-01-31,,0.012708
10104,2023-02-01,,0.017974
10104,2023-02-02,,-0.007440
10104,2023-02-03,,0.002685
10104,2023-02-06,,-0.012163
10104,2023-02-07,,-0.008924
10104,2023-02-08,,-0.011967
10104,2023-02-09,,-0.000461
10104,2023-02-10,,0.005655
10104,2023-02-13,,0.026165
10104,2023-02-14,,-0.003690
10104,2023-02-15,,-0.008418
10104,2023-02-16,,-0.007018
10104,2023-02-17,,-0.005016
10104,2023-02-21,,-0.012374
10104,2023-02-22,,0.001392
10104,2023-02-23,,0.026182
10104,2023-02-24,,0.000903
10104,2023-02-27,,-0.007895
10104,2023-02-28,,-0.006367
10104,2023-03-01,,-0.012128
10104,2023-03-02,,0.007297
10104,2023-03-03,,0.026216
10104,2023-03-06,,0.005490
10104,2023-03-07,,-0.015378
10104,2023-03-08,,0.001471
10104,2023-03-09,,-0.018307
10104,2023-03-10,,-0.032232
10104,2023-03-13,,0.010230
10104,2023-03-14,,-0.004357
10104,2023-03-15,,-0.018685
10104,2023-03-16,,0.022174
10104,2023-03-17,,0.005187
10104,2023-03-20,,0.019939
10104,2023-03-21,,0.007130
10104,2023-03-22,,0.003654
10104,2023-03-23,,-0.001365
10104,2023-03-24,,0.002620
10104,2023-03-27,,0.024202
10104,2023-03-28,,-0.003217
10104,2023-03-29,,0.008570
10104,2023-03-30,,-0.001214
10104,2023-03-31,,0.026627
10104,2023-04-03,,0.010762
10104,2023-04-04,,0.000852
10104,2023-04-05,,0.009468
10104,2023-04-06,,0.010855
10104,2023-04-10,0.40000,-0.022519
10104,2023-04-11,,0.002240
10104,2023-04-12,,-0.000745
10104,2023-04-13,,0.017572
10104,2023-04-14,,0.001674
10104,2023-04-17,,-0.001254
10104,2023-04-18,,0.009206
10104,2023-04-19,,-0.006842
10104,2023-04-20,,-0.010229
10104,2023-04-21,,0.003374
10104,2023-04-24,,0.003048
10104,2023-04-25,,-0.014459
10104,2023-04-26,,-0.003721
10104,2023-04-27,,0.014193
10104,2023-04-28,,-0.003367
10104,2023-05-01,,0.001584
10104,2023-05-02,,-0.000738
10104,2023-05-03,,-0.000211
10104,2023-05-04,,0.002005
10104,2023-05-05,,0.021059
10104,2023-05-08,,-0.001856
10104,2023-05-09,,-0.006716
10104,2023-05-10,,0.014354
10104,2023-05-11,,-0.000820
10104,2023-05-12,,0.004208
10104,2023-05-15,,-0.006030
10104,2023-05-16,,0.010179
10104,2023-05-17,,0.015471
10104,2023-05-18,,0.025759
10104,2023-05-19,,0.004886
10104,2023-05-22,,-0.010405
10104,2023-05-23,,-0.031738
10104,2023-05-24,,-0.002233
10104,2023-05-25,,0.060720
10104,2023-05-26,,-0.002014
10104,2023-05-30,,0.010281
10104,2023-05-31,,0.007513
10104,2023-06-01,,0.000472
10104,2023-06-02,,-0.000943
10104,2023-06-05,,0.009822
10104,2023-06-06,,0.001590
10104,2023-06-07,,-0.017274
10104,2023-06-08,,0.021188
10104,2023-06-09,,0.022051
10104,2023-06-12,,0.059900
10104,2023-06-13,,0.002147
10104,2023-06-14,,0.047909
10104,2023-06-15,,0.035005
10104,2023-06-16,,-0.008613
10104,2023-06-20,,-0.027260
10104,2023-06-21,,0.000492
10104,2023-06-22,,-0.012449
10104,2023-06-23,,-0.016089
10104,2023-06-26,,-0.015678
10104,2023-06-27,,0.009077
10104,2023-06-28,,-0.011117
10104,2023-06-29,,0.010727
10104,2023-06-30,,0.011122
10104,2023-07-03,,-0.016290
10104,2023-07-05,,-0.010158
10104,2023-07-06,,-0.004398
10104,2023-07-07,,-0.007276
10104,2023-07-10,,-0.002007
10104,2023-07-11,0.40000,0.004371
10104,2023-07-12,,0.009923
10104,2023-07-13,,0.012325
10104,2023-07-14,,0.015496
10104,2023-07-17,,-0.003186
10104,2023-07-18,,0.015813
10104,2023-07-19,,-0.017223
10104,2023-07-20,,-0.023675
10104,2023-07-21,,0.015274
10104,2023-07-24,,0.003570
10104,2023-07-25,,-0.001016
10104,2023-07-26,,-0.020771
10104,2023-07-27,,0.007792
10104,2023-07-28,,-0.003522
10104,2023-07-31,,0.010691
10104,2023-08-01,,0.005801
10104,2023-08-02,,-0.018658
10104,2023-08-03,,-0.010025
10104,2023-08-04,,-0.000960
10104,2023-08-07,,0.014505
10104,2023-08-08,,-0.007493
10104,2023-08-09,,-0.018485
10104,2023-08-10,,-0.000973
10104,2023-08-11,,0.000620
10104,2023-08-14,,0.022201
10104,2023-08-15,,0.014883
10104,2023-08-16,,-0.016625
10104,2023-08-17,,-0.003988
10104,2023-08-18,,0.013753
10104,2023-08-21,,0.001116
10104,2023-08-22,,-0.000429
10104,2023-08-23,,0.011155
10104,2023-08-24,,-0.041836
10104,2023-08-25,,0.027898
10104,2023-08-28,,0.006721
10104,2023-08-29,,0.032609
10104,2023-08-30,,0.003896
10104,2023-08-31,,-0.006027
10104,2023-09-01,,0.004485
10104,2023-09-05,,0.025221
10104,2023-09-06,,0.002823
10104,2023-09-07,,0.006113
10104,2023-09-08,,0.009833
10104,2023-09-11,,0.003087
10104,2023-09-12,,-0.134954
10104,2023-09-13,,0.020345
10104,2023-09-14,,0.016273
10104,2023-09-15,,0.002200
10104,2023-09-18,,-0.014924
10104,2023-09-19,,0.004991
10104,2023-09-20,,0.000887
10104,2023-09-21,,-0.030478
10104,2023-09-22,,-0.003655
10104,2023-09-25,,-0.006695
10104,2023-09-26,,-0.031579
10104,2023-09-27,,-0.002479
10104,2023-09-28,,0.014624
10104,2023-09-29,,-0.002167
10104,2023-10-02,,0.007458
10104,2023-10-03,,-0.020523
10104,2023-10-04,,0.024493
10104,2023-10-05,,0.011860
10104,2023-10-06,,0.014859
10104,2023-10-09,,0.003274
10104,2023-10-10,,-0.005529
10104,2023-10-11,0.40000,-0.000638
10104,2023-10-12,,-0.004834
10104,2023-10-13,,-0.007882
10104,2023-10-16,,0.004249
10104,2023-10-17,,0.003036
10104,2023-10-18,,-0.007245
10104,2023-10-19,,0.000831
10104,2023-10-20,,-0.059904
10104,2023-10-23,,0.017771
10104,2023-10-24,,-0.004438
10104,2023-10-25,,-0.017151
10104,2023-10-26,,-0.010155
10104,2023-10-27,,0.005876
10104,2023-10-30,,0.006535
10104,2023-10-31,,0.017216
10104,2023-11-01,,0.022727
10104,2023-11-02,,0.010591
10104,2023-11-03,,0.011041
10104,2023-11-06,,0.009810
10104,2023-11-07,,-0.001100
10104,2023-11-08,,0.030645
10104,2023-11-09,,-0.001335
10104,2023-11-10,,0.007934
10104,2023-11-13,,0.009552
10104,2023-11-14,,0.017083
10104,2023-11-15,,-0.017571
10104,2023-11-16,,0.005348
10104,2023-11-17,,0.006017
10104,2023-11-20,,0.013523
10104,2023-11-21,,-0.007184
10104,2023-11-22,,0.001378
10104,2023-11-24,,0.000086
10104,2023-11-27,,0.001892
10104,2023-11-28,,-0.001975
10104,2023-11-29,,-0.000258
10104,2023-11-30,,0.000000
10104,2023-12-01,,0.008175
10104,2023-12-04,,-0.011779
10104,2023-12-05,,-0.010796
10104,2023-12-06,,-0.021828
10104,2023-12-07,,0.007498
10104,2023-12-08,,0.006556
10104,2023-12-11,,0.013379
10104,2023-12-12,,-0.124381
10104,2023-12-13,,0.021625
10104,2023-12-14,,-0.026022
10104,2023-12-15,,0.030007
10104,2023-12-18,,0.016260
10104,2023-12-19,,0.011905
10104,2023-12-20,,-0.019765
10104,2023-12-21,,0.016419
10104,2023-12-22,,0.003212
10104,2023-12-26,,-0.000094
10104,2023-12-27,,-0.002354
10104,2023-12-28,,0.002926
10104,2023-12-29,,-0.007718
10104,2024-01-02,,-0.012994
10104,2024-01-03,,-0.015376
10104,2024-01-04,,0.001269
10104,2024-01-05,,0.001365
10104,2024-01-08,,0.018787
10104,2024-01-09,,-0.009841
10104,2024-01-10,0.40000,0.002798
10104,2024-01-11,,0.008179
10104,2024-01-12,,0.017467
10104,2024-01-16,,-0.000281
10104,2024-01-17,,-0.001314
10104,2024-01-18,,0.021329
10104,2024-01-19,,0.008924
10104,2024-01-22,,0.003921
10104,2024-01-23,,0.015713
10104,2024-01-24,,0.022176
10104,2024-01-25,,0.006036
10104,2024-01-26,,-0.003130
10104,2024-01-29,,-0.007763
10104,2024-01-30,,0.003604
10104,2024-01-31,,-0.021549
10104,2024-02-01,,0.034288
10104,2024-02-02,,0.002251
10104,2024-02-05,,0.005182
10104,2024-02-06,,-0.009365
10104,2024-02-07,,0.017086
10104,2024-02-08,,-0.005031
10104,2024-02-09,,-0.000343
10104,2024-02-12,,-0.006859
10104,2024-02-13,,-0.018646
10104,2024-02-14,,0.005102
10104,2024-02-15,,-0.012953
10104,2024-02-16,,-0.013034
10104,2024-02-20,,-0.025694
10104,2024-02-21,,-0.002674
10104,2024-02-22,,0.026350
10104,2024-02-23,,0.008468
10104,2024-02-26,,-0.008754
10104,2024-02-27,,0.003695
10104,2024-02-28,,0.002694
10104,2024-02-29,,0.000000
10104,2024-03-01,,0.018804
10104,2024-03-04,,0.002461
10104,2024-03-05,,-0.027354
10104,2024-03-06,,0.011988
10104,2024-03-07,,0.020219
10104,2024-03-08,,-0.018509
10104,2024-03-11,,0.015211
10104,2024-03-12,,0.117498
10104,2024-03-13,,-0.015838
10104,2024-03-14,,0.000080
10104,2024-03-15,,0.000080
10104,2024-03-18,,0.018002
10104,2024-03-19,,0.010876
10104,2024-03-20,,0.000387
10104,2024-03-21,,-0.001780
10104,2024-03-22,,-0.009457
10104,2024-03-25,,-0.013381
10104,2024-03-26,,0.003093
10104,2024-03-27,,-0.009488
10104,2024-03-28,,0.002714
10104,2024-04-01,,-0.001035
10104,2024-04-02,,-0.009085
10104,2024-04-03,,0.015281
10104,2024-04-04,,-0.016239
10104,2024-04-05,,0.005717
10104,2024-04-08,,-0.004404
10104,2024-04-09,0.40000,-0.009007
10104,2024-04-10,,-0.012010
10104,2024-04-11,,0.012238
10104,2024-04-12,,-0.017283
10104,2024-04-15,,-0.010156
10104,2024-04-16,,0.006173
10104,2024-04-17,,-0.016167
10104,2024-04-18,,-0.022499
10104,2024-04-19,,-0.009655
10104,2024-04-22,,-0.003047
10104,2024-04-23,,0.004890
10104,2024-04-24,,0.002172
10104,2024-04-25,,-0.003901
10104,2024-04-26,,0.020193
10104,2024-04-29,,-0.006143
10104,2024-04-30,,-0.023521
10104,2024-05-01,,0.007736
10104,2024-05-02,,0.002879
10104,2024-05-03,,0.007307
10104,2024-05-06,,0.021934
10104,2024-05-07,,-0.003465
10104,2024-05-08,,-0.004579
10104,2024-05-09,,-0.006389
10104,2024-05-10,,0.000257
10104,2024-05-13,,-0.002571
10104,2024-05-14,,0.038670
10104,2024-05-15,,0.006288
10104,2024-05-16,,0.004358
10104,2024-05-17,,0.010969
10104,2024-05-20,,0.008259
10104,2024-05-21,,0.000883
10104,2024-05-22,,-0.000241
10104,2024-05-23,,-0.004093
10104,2024-05-24,,-0.009509
10104,2024-05-28,,0.012855
10104,2024-05-29,,-0.006025
10104,2024-05-30,,-0.053742
10104,2024-05-31,,0.000854
10104,2024-06-03,,0.017834
10104,2024-06-04,,0.006623
10104,2024-06-05,,0.021321
10104,2024-06-06,,0.007095
10104,2024-06-07,,0.019595
10104,2024-06-10,,-0.011277
10104,2024-06-11,,-0.004980
10104,2024-06-12,,0.133193
10104,2024-06-13,,-0.003775
10104,2024-06-14,,-0.012299
10104,2024-06-17,,0.023022
10104,2024-06-18,,0.023565
10104,2024-06-20,,-0.011961
10104,2024-06-21,,-0.009866
10104,2024-06-24,,-0.011378
10104,2024-06-25,,-0.005147
10104,2024-06-26,,-0.006754
10104,2024-06-27,,0.014107
10104,2024-06-28,,0.007276
10104,2024-07-01,,0.013385
10104,2024-07-02,,0.001328
10104,2024-07-03,,0.007677
10104,2024-07-05,,0.003117
10104,2024-07-08,,0.001381
10104,2024-07-09,,-0.029994
10104,2024-07-10,,0.009881
10104,2024-07-11,0.40000,0.004857
10104,2024-07-12,,0.014080
10104,2024-07-15,,-0.011743
10104,2024-07-16,,-0.003215
10104,2024-07-17,,-0.023491
10104,2024-07-18,,-0.008832
10104,2024-07-19,,0.003840
10104,2024-07-22,,0.011620
10104,2024-07-23,,0.020975
10104,2024-07-24,,-0.030326
10104,2024-07-25,,-0.006846
10104,2024-07-26,,0.008634
10104,2024-07-29,,-0.005036
10104,2024-07-30,,-0.019088
10104,2024-07-31,,0.027862
10104,2024-08-01,,-0.013912
10104,2024-08-02,,-0.030761
10104,2024-08-05,,-0.040666
10104,2024-08-06,,0.002737
10104,2024-08-07,,-0.018017
10104,2024-08-08,,0.024305
10104,2024-08-09,,0.024038
10104,2024-08-12,,0.003938
10104,2024-08-13,,0.012672
10104,2024-08-14,,0.009981
10104,2024-08-15,,0.009808
10104,2024-08-16,,0.003944
10104,2024-08-19,,0.003273
10104,2024-08-20,,0.009063
10104,2024-08-21,,0.007401
10104,2024-08-22,,-0.015121
10104,2024-08-23,,0.008039
10104,2024-08-26,,-0.002084
10104,2024-08-27,,-0.003024
10104,2024-08-28,,-0.004333
10104,2024-08-29,,0.011169
10104,2024-08-30,,0.013413
10104,2024-09-03,,-0.012669
10104,2024-09-04,,0.008961
10104,2024-09-05,,0.013215
10104,2024-09-06,,-0.005610
10104,2024-09-09,,-0.013539
10104,2024-09-10,,0.114376
10104,2024-09-11,,0.008275
10104,2024-09-12,,0.026721
10104,2024-09-13,,0.004028
10104,2024-09-16,,0.051225
10104,2024-09-17,,-0.016791
10104,2024-09-18,,-0.017555
10104,2024-09-19,,0.018598
10104,2024-09-20,,0.002446
10104,2024-09-23,,-0.012202
10104,2024-09-24,,-0.000904
10104,2024-09-25,,0.002895
10104,2024-09-26,,0.010945
10104,2024-09-27,,0.003807
10104,2024-09-30,,0.009838
10104,2024-10-01,,-0.019014
10104,2024-10-02,,0.003290
10104,2024-10-03,,-0.005068
10104,2024-10-04,,0.023972
10104,2024-10-07,,-0.005209
10104,2024-10-08,,0.025887
10104,2024-10-09,,0.022481
10104,2024-10-10,0.40000,-0.016153
10104,2024-10-11,,0.002052
10104,2024-10-14,,0.001991
10104,2024-10-15,,-0.011526
10104,2024-10-16,,0.003906
10104,2024-10-17,,0.005207
10104,2024-10-18,,-0.005635
10104,2024-10-21,,-0.005324
10104,2024-10-22,,0.008920
10104,2024-10-23,,-0.012606
10104,2024-10-24,,0.007395
10104,2024-10-25,,-0.004932
10104,2024-10-28,,-0.006339
10104,2024-10-29,,0.005858
10104,2024-10-30,,0.006516
10104,2024-10-31,,-0.038497
10104,2024-11-01,,0.012989
10104,2024-11-04,,-0.002529
10104,2024-11-05,,0.012914
10104,2024-11-06,,0.055070
10104,2024-11-07,,0.028305
10104,2024-11-08,,0.015453
10104,2024-11-11,,-0.000634
10104,2024-11-12,,0.002379
10104,2024-11-13,,0.000264
10104,2024-11-14,,-0.013605
10104,2024-11-15,,-0.017696
10104,2024-11-18,,0.010830
10104,2024-11-19,,0.017068
10104,2024-11-20,,0.009794
10104,2024-11-21,,0.008807
10104,2024-11-22,,-0.000728
10104,2024-11-25,,-0.022362
10104,2024-11-26,,0.012660
10104,2024-11-27,,-0.040290
10104,2024-11-29,,0.011713
10104,2024-12-02,,-0.018557
10104,2024-12-03,,0.008158
10104,2024-12-04,,0.028979
10104,2024-12-05,,-0.010362
10104,2024-12-06,,0.029263
10104,2024-12-09,,-0.006469
10104,2024-12-10,,-0.066737
10104,2024-12-11,,0.004726
10104,2024-12-12,,-0.018255
10104,2024-12-13,,-0.011008
10104,2024-12-16,,-0.012457
10104,2024-12-17,,-0.008877
10104,2024-12-18,,-0.025337
10104,2024-12-19,,0.020434
10104,2024-12-20,,0.005154
10104,2024-12-23,,-0.003065
10104,2024-12-24,,0.013421
10104,2024-12-26,,0.001575
10104,2024-12-27,,-0.015843
10104,2024-12-30,,-0.012133
10104,2024-12-31,,-0.001618
